Rank,Name,basename,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
204,Batman: Arkham City,batman-arkham-city,12.35,5.54,17.67,8.29,0.31,03.02,2011.0,/games/boxart/full_batman-arkham-city_591AmericaFront.jpg
205,Forza Motorsport 3,forza-motorsport-3,0.0,5.5,2.99,1.9,0.1,0.51,2009.0,/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg
206,Dragon Quest IX: Sentinels of the Starry Skies,dragon-quest-ix-sentinels-of-the-starry-skies,5.5,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_9921863AmericaFrontccc.jpg
207,Final Fantasy IX,final-fantasy-ix,7.15,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/5453509ccc.jpg
208,Final Fantasy X-2,final-fantasy-x-2,5.5,,0.0,0.0,0.0,0.0,2003.0,/games/boxart/1345488ccc.jpg
209,Tomb Raider (2013),tomb-raider-2013,5.5,,7.3,11.6,0.45,2.7,2013.0,/games/boxart/full_5321723AmericaFrontccc.jpg
210,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,5.48,,12.25,17.15,1.45,4.8,2015.0,/games/boxart/full_5355846AmericaFrontccc.jpg
211,Pokemon Stadium,pokemon-stadium,5.46,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/full_6051233AmericaFrontccc.jpg
214,Super Mario Advance 4: Super Mario Bros. 3,super-mario-advance-4-super-mario-bros-3,5.43,,0.0,0.0,0.0,0.0,2003.0,/games/boxart/3074364ccc.jpg
215,Crash Bandicoot: The Wrath of Cortex,crash-bandicoot-the-wrath-of-cortex,0.0,5.42,7.32,5.74,0.24,1.27,2001.0,/games/boxart/9261584ccc.jpg
217,Final Fantasy XIII,final-fantasy-xiii,3.55,5.35,8.25,4.58,1.92,1.56,2010.0,/games/boxart/full_282357AmericaFrontccc.jpg
218,Gran Turismo 5 Prologue,gran-turismo-5-prologue,5.35,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_7582703AmericaFrontccc.jpg
219,Super Smash Bros. for Wii U,super-smash-bros-for-wii-u,5.35,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_8573628AmericaFrontccc.jpg
220,Dr. Mario,dr-mario,29.59,,0.0,0.0,0.0,0.0,1990.0,/games/boxart/2366566ccc.jpg
222,Pokemon Pinball,pokemon-pinball,5.31,,0.0,0.0,0.0,0.0,1999.0,/games/boxart/8982539ccc.jpg
224,Super Mario Party,super-mario-party,5.3,,0.0,0.0,0.0,0.0,2018.0,/games/boxart/full_4963230AmericaFrontccc.jpg
225,The Forest,the-forest,5.3,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_7703243AmericaFrontccc.jpg
226,Donkey Kong 64,donkey-kong-64,5.27,,0.0,0.0,0.0,0.0,1999.0,/games/boxart/8478887ccc.jpg
227,Just Dance 2,just-dance-2,5.25,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_just-dance-2_8AmericaFront.jpg
228,Tomb Raider II,tomb-raider-ii,0.0,5.24,6.85,8.71,0.2,0.93,1997.0,/games/boxart/3330776ccc.jpg
229,Madden NFL 2004,madden-nfl-2004,0.0,5.23,12.46,1.26,0.01,01.06,2003.0,/games/boxart/1473680ccc.jpg
231,Fallout: New Vegas,fallout-new-vegas,5.22,,21.05,10.35,0.7,4.15,2010.0,/games/boxart/full_5517909AmericaFrontccc.jpg
232,Gran Turismo 6,gran-turismo-6,5.22,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_959035AmericaFrontccc.jpg
233,Kingdom Hearts II,kingdom-hearts-ii,5.2,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/full_282541AmericaFrontccc.jpg
234,God of War III,god-of-war-iii,5.2,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_3803324AmericaFrontccc.jpg
235,Nintendo Land,nintendo-land,5.19,,0.0,0.0,0.0,0.0,2012.0,/games/boxart/full_7183633AmericaFrontccc.jpg
236,Super Mario Land 3: Wario Land,super-mario-land-3-wario-land,5.19,,0.0,0.0,0.0,0.0,1994.0,/games/boxart/7315975ccc.jpg
237,Donkey Kong Country 2: Diddy's Kong Quest,donkey-kong-country-2-diddys-kong-quest,5.15,,0.0,0.0,0.0,0.0,1995.0,/games/boxart/3074502ccc.jpg
238,Medal of Honor: Rising Sun,medal-of-honor-rising-sun,0.0,5.13,7.43,4.48,0.13,1.1,2003.0,/games/boxart/255122ccc.jpg
240,Kirby's Dream Land,kirbys-dream-land,5.13,,0.0,0.0,0.0,0.0,1992.0,/games/boxart/2147013ccc.jpg
241,Microsoft Flight Simulator,microsoft-flight-simulator,0.0,5.12,3.22,1.69,0.0,0.2,1996.0,/games/boxart/2419814ccc.jpg
242,Guitar Hero II,guitar-hero-ii,0.0,5.12,13.86,0.73,0.0,1.53,2006.0,/games/boxart/full_2486879AmericaFrontccc.jpg
244,Resident Evil 5,resident-evil-5,05.05,5.1,13.06,06.07,1.73,2.39,2009.0,/games/boxart/full_989928AmericaFrontccc.jpg
245,Fable III,fable-iii,0.0,5.1,4.14,1.94,0.05,0.62,2010.0,/games/boxart/full_fable-iii_9AmericaFront.jpg
246,Mario & Sonic at the Olympic Games,mario-amp-sonic-at-the-olympic-games,10.7,5.1,1.63,2.46,0.44,0.57,2008.0,/games/boxart/full_557605AmericaFrontccc.jpg
247,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,0.0,05.08,5.6,2.18,0.31,1.84,2006.0,/games/boxart/full_1162504AmericaFrontccc.jpg
248,FIFA Soccer 11,fifa-soccer-11,0.0,05.08,7.31,26.83,0.21,7.87,2010.0,/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg
249,Super Mario Bros. Deluxe,super-mario-bros-deluxe,05.07,,0.0,0.0,0.0,0.0,1999.0,/games/boxart/1232596ccc.jpg
250,Final Fantasy XV,final-fantasy-xv,0.0,05.07,5.41,03.03,1.1,1.23,2016.0,/games/boxart/full_1882754JapanFrontccc.jpg
252,Tony Hawk's Pro Skater,tony-hawks-pro-skater,0.0,05.02,16.32,5.28,0.07,0.6,1999.0,/games/boxart/full_7000850AmericaFrontccc.jpg
253,Warzone 2100,warzone-2100,0.0,05.01,2.79,1.89,0.0,0.33,1999.0,/games/boxart/full_6348663AmericaFrontccc.jpg
254,Spyro the Dragon,spyro-the-dragon,0.0,5.0,3.36,1.36,0.07,0.21,1998.0,/games/boxart/4840522ccc.jpg
255,Cities: Skylines,cities-skylines,5.0,,1.4,0.5,0.2,0.35,2015.0,/games/boxart/full_1184797AmericaFrontccc.jpg
256,Gears of War,gears-of-war,5.0,,0.0,0.05,0.0,0.0,2006.0,/games/boxart/full_7453779AmericaFrontccc.jpg
257,Gears of War 2,gears-of-war-2,5.0,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_4089698AmericaFrontccc.jpg
258,Guild Wars 2,guild-wars-2,5.0,,0.0,0.0,0.0,0.0,2012.0,/games/boxart/full_4799911PALFrontccc.jpg
259,Halo 5: Guardians,halo-5-guardians,5.0,,0.0,0.0,0.0,0.0,2015.0,/games/boxart/full_5219144AmericaFrontccc.jpg
260,Halo: Combat Evolved,halo-combat-evolved,5.0,,0.1,0.1,0.0,0.0,2001.0,/games/boxart/2626126ccc.jpg
261,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,0.0,4.98,41.74,12.81,0.16,7.28,2007.0,/games/boxart/full_5372169AmericaFrontccc.jpg
262,Uncharted: Drake's Fortune,uncharted-drakes-fortune,0.0,4.97,2.32,1.73,0.12,0.8,2007.0,/games/boxart/full_7863698AmericaFrontccc.jpg
263,Resident Evil 2,resident-evil-2,4.96,,2.15,0.5,0.35,0.05,1998.0,/games/boxart/full_3891455AmericaFrontccc.jpg
264,Fallout 3,fallout-3,0.0,4.96,14.41,11.14,0.44,3.86,2008.0,/games/boxart/full_6847566AmericaFrontccc.jpg
265,Splatoon,splatoon,4.94,,0.0,0.0,0.0,0.0,2015.0,/games/boxart/full_8081400AmericaFrontccc.png
266,Madden NFL 06,madden-nfl-06,0.0,4.91,22.48,1.26,0.06,1.66,2005.0,/games/boxart/full_727567AmericaFrontccc.jpg
267,Stardew Valley,stardew-valley,4.91,,0.3,0.2,0.0,0.1,2016.0,/games/boxart/full_5698458AmericaFrontccc.jpg
268,Dragon Quest VIII: Journey of the Cursed King,dragon-quest-viii-journey-of-the-cursed-king,4.9,,0.7,0.55,4.4,0.1,2005.0,/games/boxart/9850714ccc.jpg
269,Monster Hunter Freedom 3,monster-hunter-freedom-3,4.9,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_monster-hunter-freedom-3_495JapanFront.jpg
270,Diddy Kong Racing,diddy-kong-racing,4.88,,0.0,0.0,0.0,0.0,1997.0,/games/boxart/5394136ccc.jpg
271,Pokemon Mystery Dungeon: Explorers of Time / Darkness,pokmon-mystery-dungeon-explorers-of-time,4.88,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_205074AmericaFrontccc.jpg
274,Crash Bandicoot N. Sane Trilogy,crash-bandicoot-n-sane-trilogy,0.0,4.83,4.44,7.62,0.17,1.44,2017.0,/games/boxart/full_2372411AmericaFrontccc.jpg
277,Crash Team Racing,crash-team-racing,0.0,4.79,2.57,1.57,0.44,0.21,1999.0,/games/boxart/full_1178878AmericaFrontccc.jpg
279,The Legend of Zelda: Phantom Hourglass,the-legend-of-zelda-phantom-hourglass,4.76,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_9653536AmericaFrontccc.jpg
281,Driver 2,driver-2,0.0,4.73,2.36,2.1,0.02,0.25,2000.0,/games/boxart/full_6536899AmericaFrontccc.jpg
282,The Simpsons: Hit & Run,the-simpsons-hit-amp-run,0.0,4.7,09.08,06.09,0.0,1.29,2003.0,/games/boxart/7115362ccc.jpg
283,World of Warcraft: Cataclysm,world-of-warcraft-cataclysm,4.7,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_world-of-warcraft-cataclysm_20AmericaFront.jpg
284,Tony Hawk's Pro Skater 2,tony-hawks-pro-skater-2,0.0,4.68,10.25,3.76,0.02,0.35,2000.0,/games/boxart/1600356ccc.jpg
285,Monster Hunter: World,monster-hunter-world,0.0,4.67,4.38,1.91,2.17,0.87,2018.0,/games/boxart/full_9898553AmericaFrontccc.png
287,The Lord of the Rings: The Two Towers,the-lord-of-the-rings-the-two-towers,0.0,4.67,8.89,4.7,0.08,0.95,2002.0,/games/boxart/8307809ccc.jpg
288,Tomb Raider,tomb-raider,0.0,4.63,07.09,2.32,0.13,0.24,1996.0,/games/boxart/8585565ccc.jpg
289,God of War,god-of-war,4.62,,0.0,0.0,0.0,0.0,2005.0,/games/boxart/full_5633331AmericaFrontccc.jpg
290,The Legend of Zelda: A Link to the Past,the-legend-of-zelda-a-link-to-the-past,18.71,,0.0,0.0,0.0,0.0,1992.0,/games/boxart/1323877ccc.jpg
291,Forza Motorsport 4,forza-motorsport-4,0.0,4.6,02.08,1.98,0.06,0.49,2011.0,/games/boxart/full_forza-motorsport-4_905AmericaFront.jpg
293,"Pokemon: Let's Go, Pikachu!"," pikachu""",9.15,4.57,2.16,1.24,0.82,0.34,2018.0,/games/boxart/full_7522699AmericaFrontccc.jpg
294,BioShock Infinite,bioshock-infinite,4.56,,9.8,6.45,0.3,2.4,2013.0,/games/boxart/full_7665085AmericaFrontccc.jpg
295,Mario & Luigi: Bowser's Inside Story,mario-amp-luigi-bowsers-inside-story,4.56,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_8699724AmericaFrontccc.jpg
297,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,0.0,4.54,7.92,10.12,1.57,2.33,2009.0,/games/boxart/full_1173134AmericaFrontccc.jpg
298,Overwatch,overwatch,0.0,4.54,11.84,8.4,0.17,2.33,2016.0,/games/boxart/full_8847041AmericaFrontccc.jpg
299,Madden NFL 2005,madden-nfl-2005,0.0,4.53,17.53,1.61,0.01,0.73,2004.0,/games/boxart/4564394ccc.jpg
301,Star Wars Battlefront II (2017),star-wars-battlefront-ii-2017,0.0,4.53,7.55,05.04,0.12,1.58,2017.0,/games/boxart/full_4032018AmericaFrontccc.jpg
302,Dead Island,dead-island,4.52,,12.8,7.2,0.75,2.65,2011.0,/games/boxart/full_dead-island_410AmericaFront.jpg
303,Arma 2: Operation Arrowhead,arma-2-operation-arrowhead,4.51,,0.0,0.0,0.0,0.0,2011.0,/games/boxart/full_7027156AmericaFrontccc.jpg
304,ARK: Survival Evolved,ark-survival-evolved,17.0,,0.35,0.0,0.0,0.05,2015.0,/games/boxart/full_1856885AmericaFrontccc.jpg
305,Riven: The Sequel to Myst,riven-the-sequel-to-myst,4.5,,0.9,0.6,0.0,0.1,1997.0,/games/boxart/8399996ccc.jpg
306,StarCraft II: Wings of Liberty,starcraft-ii-wings-of-liberty,4.5,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_starcraft-ii-wings-of-liberty_3AmericaFront.jpg
307,Warcraft III: Reign of Chaos,warcraft-iii-reign-of-chaos,4.5,,0.0,0.0,0.0,0.0,2002.0,/games/boxart/full_6504358AmericaFrontccc.jpg
308,Pitfall!,pitfall,0.0,4.5,4.21,0.24,0.0,0.05,1982.0,/games/boxart/127822ccc.jpg
309,Professor Layton and the Curious Village,professor-layton-and-the-curious-village,4.49,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_9257520AmericaFrontccc.jpg
310,Madden NFL 07,madden-nfl-07,0.0,4.49,28.83,1.24,0.11,2.21,2006.0,/games/boxart/full_7550775AmericaFrontccc.jpg
311,Spider-Man: The Movie,spider-man-the-movie,0.0,4.48,16.96,06.01,0.13,0.93,2002.0,/games/boxart/full_9484527AmericaFrontccc.jpg
312,Nintendogs + cats,nintendogs-cats,4.48,,0.0,0.0,0.0,0.0,2011.0,/games/boxart/full_98856AmericaFrontccc.jpg
313,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,0.0,4.47,11.39,6.38,0.83,2.81,2009.0,/games/boxart/9008679ccc.jpg
314,The Legend of Zelda: The Wind Waker,the-legend-of-zelda-the-wind-waker,15.83,,0.0,0.0,0.0,0.0,2003.0,/games/boxart/full_6636308AmericaFrontccc.jpg
315,Tony Hawk's Pro Skater 3,tony-hawks-pro-skater-3,0.0,4.41,15.16,6.29,0.11,01.06,2001.0,/games/boxart/7125264ccc.jpg
316,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,0.0,4.39,0.6,06.04,2.5,0.96,2007.0,/games/boxart/full_2440699AmericaFrontccc.jpg
317,Zelda II: The Adventure of Link,zelda-ii-the-adventure-of-link,4.38,,0.0,0.0,0.0,0.0,1988.0,/games/boxart/full_5047635AmericaFrontccc.jpg
318,Michael Jackson: The Experience,michael-jackson-the-experience,0.0,4.37,8.59,3.48,0.01,1.44,2010.0,/games/boxart/full_michael-jackson-the-experience_693AmericaFront.jpg
319,Tom Clancy's The Division,tom-clancys-the-division,0.0,4.37,10.49,07.04,0.16,02.09,2016.0,/games/boxart/full_8077647AmericaFrontccc.jpg
320,Need for Speed: Most Wanted,need-for-speed-most-wanted,0.0,4.37,14.08,6.89,0.18,1.52,2005.0,/games/boxart/full_137103AmericaFrontccc.jpg
321,Resistance: Fall of Man,resistance-fall-of-man,0.0,4.37,1.74,1.72,0.14,0.76,2006.0,/games/boxart/full_7463593AmericaFrontccc.jpg
322,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,0.0,4.36,10.29,6.71,0.36,02.04,2015.0,/games/boxart/full_2998894AmericaFrontccc.jpg
324,Watch Dogs,watch-dogs,0.0,4.32,13.7,13.33,0.66,3.63,2014.0,/games/boxart/full_5952592AmericaFrontccc.jpg
325,Animal Crossing: City Folk,animal-crossing-city-folk,4.32,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_3192593AmericaFrontccc.jpg
326,Starbound,starbound,4.31,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_265994AmericaFrontccc.jpg
327,Asteroids,asteroids,0.0,4.31,7.2,2.41,0.0,0.4,1981.0,/games/boxart/8536311ccc.jpg
328,Dragon Quest VII,dragon-quest-vii,4.3,,0.0,0.0,0.0,0.0,2001.0,/games/boxart/1747742ccc.jpg
329,Monster Hunter Generations,monster-hunter-generations,4.3,,0.0,0.0,0.0,0.0,2016.0,/games/boxart/full_1311455AmericaFrontccc.jpg
330,Batman: Arkham Asylum,batman-arkham-asylum,11.2,4.28,13.46,06.08,0.17,2.28,2009.0,/games/boxart/full_8831048AmericaFrontccc.jpg
332,God of War II,god-of-war-ii,4.24,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_9897259AmericaFrontccc.jpg
333,Namco Museum,namco-museum,0.0,4.24,17.9,2.66,0.05,0.47,2001.0,/games/boxart/7930398ccc.jpg
334,Daxter,daxter,0.0,4.23,2.45,01.02,0.0,0.77,2006.0,/games/boxart/full_2230050AmericaFrontccc.jpg
335,Super Paper Mario,super-paper-mario,4.23,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_4113341AmericaFrontccc.jpg
336,Assassin's Creed: Revelations,assassins-creed-revelations,0.0,4.23,13.61,11.83,0.3,3.44,2011.0,/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg
337,Metal Gear Solid 3: Snake Eater,metal-gear-solid-3-snake-eater,0.0,4.23,1.46,0.0,0.83,1.93,2004.0,/games/boxart/full_2666802AmericaFrontccc.jpg
339,FIFA Soccer 06,fifa-soccer-06,0.0,4.21,3.23,4.6,0.04,0.94,2005.0,/games/boxart/6864151ccc.jpg
340,Monster Hunter 4 Ultimate,monster-hunter-4-ultimate,4.2,,0.0,0.0,0.0,0.0,2015.0,/games/boxart/full_7735329AmericaFrontccc.jpg
341,Street Fighter IV,street-fighter-iv,0.0,4.19,11.54,4.8,1.34,1.92,2009.0,/games/boxart/full_4144122AmericaFrontccc.jpg
342,7 Days to Die,7-days-to-die,4.18,,0.9,0.5,0.0,0.2,2013.0,/games/boxart/full_8931458AmericaFrontccc.jpg
345,Teenage Mutant Ninja Turtles,teenage-mutant-ninja-turtles,0.0,4.17,11.38,4.14,0.31,0.84,1989.0,/games/boxart/8290971ccc.jpg
346,Just Cause 2,just-cause-2,4.16,,5.2,8.75,0.4,2.45,2010.0,/games/boxart/full_2386162AmericaFrontccc.jpg
347,Excitebike,excitebike,4.16,,0.0,0.0,0.0,0.0,1985.0,/games/boxart/1280663ccc.jpg
348,Frogger,frogger,0.0,4.16,14.09,0.87,0.0,0.21,1997.0,/games/boxart/full_8811836AmericaFrontccc.jpg
351,Madden NFL 2003,madden-nfl-2003,0.0,4.14,10.56,1.56,0.01,0.81,2002.0,/games/boxart/32121ccc.jpg
352,Assassin's Creed: Unity,assassins-creed-unity,0.0,4.14,13.95,8.21,0.09,2.55,2014.0,/games/boxart/full_9858108AmericaFrontccc.jpg
353,Destiny 2,destiny-2,0.0,4.14,10.67,04.04,0.1,1.89,2017.0,/games/boxart/full_9963001AmericaFrontccc.jpg
354,Half-Life,half-life,0.0,4.12,5.48,1.15,0.09,0.4,1998.0,/games/boxart/full_8260273AmericaFrontccc.jpg
355,Super Mario World 2: Yoshi's Island,super-mario-world-2-yoshis-island,4.12,,0.0,0.0,0.0,0.0,1995.0,/games/boxart/269609ccc.jpg
356,Batman: Arkham Knight,batman-arkham-knight,7.0,4.11,6.5,3.98,0.11,1.36,2015.0,/games/boxart/full_2497280AmericaFrontccc.jpg
357,FIFA 07 Soccer,fifa-07-soccer,0.0,4.11,4.91,7.73,0.03,2.79,2006.0,/games/boxart/8249133ccc.jpg
358,The Sims 4,the-sims-4,0.0,4.1,5.5,7.4,0.05,1.75,2014.0,/games/boxart/full_3447327AmericaFrontccc.jpg
359,Monster Hunter 4,monster-hunter-4,4.1,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_92569JapanFrontccc.jpg
360,Street Fighter II Turbo,street-fighter-ii-turbo,4.1,,0.0,0.0,0.0,0.0,1993.0,/games/boxart/full_street-fighter-ii-turbo_9AmericaFront.jpg
362,Assassin's Creed Origins,assassins-creed-origins,5.15,04.06,7.92,6.71,0.11,1.73,2017.0,/games/boxart/full_9947060AmericaFrontccc.jpg
363,Far Cry 4,far-cry-4,0.0,04.06,10.38,12.59,0.66,2.93,2014.0,/games/boxart/full_914135AmericaFrontccc.jpg
364,Carnival Games,carnival-games,0.0,04.06,9.17,5.32,0.05,1.57,2007.0,/games/boxart/full_5471499AmericaFrontccc.jpg
365,World Soccer Winning Eleven 9,world-soccer-winning-eleven-9,0.0,04.06,0.42,3.91,1.0,0.92,2006.0,/games/boxart/6643842ccc.jpg
366,Forza Motorsport 2,forza-motorsport-2,0.0,04.05,2.35,1.27,0.03,0.41,2007.0,/games/boxart/full_7383120AmericaFrontccc.jpg
367,Namco Museum Vol.3,namco-museum-vol3,0.0,04.05,2.28,1.55,0.16,0.06,1997.0,/games/boxart/full_3964599AmericaFrontccc.jpg
368,Tekken Tag Tournament,tekken-tag-tournament,0.0,04.05,1.68,1.51,0.51,0.35,2000.0,/games/boxart/full_8749429AmericaFrontccc.jpg
369,Golf,golf,14.61,,0.0,0.0,0.0,0.0,1985.0,/games/boxart/8130187ccc.jpg
370,Diablo II,diablo-ii,4.0,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/full_6524627AmericaFrontccc.jpg
371,Disney's Aladdin,disneys-aladdin,12.75,,0.1,0.05,0.0,0.0,1993.0,/games/boxart/3899399ccc.gif
372,EyeToy Play,eyetoy-play,4.0,,0.0,0.0,0.0,0.0,2003.0,/games/boxart/7892769ccc.jpg
373,Just Dance,just-dance,4.0,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_just-dance_8AmericaFront.jpg
374,Star Fox 64,star-fox-64,4.0,,0.0,0.0,0.0,0.0,1997.0,/games/boxart/6520536ccc.jpg
375,Super Mario Maker,super-mario-maker,18.65,,0.0,0.0,0.0,0.0,2015.0,/games/boxart/full_3540643AmericaFrontccc.jpg
376,World of Warcraft: Wrath of the Lich King,world-of-warcraft-wrath-of-the-lich-king,4.0,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_9224264AmericaFrontccc.jpg
378,The Legend of Zelda: Oracle of Ages / Seasons,the-legend-of-zelda-oracle-of-ages,3.99,,4.6,2.65,02.05,0.3,2001.0,/games/boxart/full_4442305AmericaFrontccc.jpg
380,Namco Museum: 50th Anniversary,namco-museum-50th-anniversary,0.0,3.98,4.28,2.0,0.0,0.64,2005.0,/games/boxart/full_8817548AmericaFrontccc.jpg
381,NBA 2K16,nba-2k16,0.0,3.98,19.61,2.61,0.3,3.21,2015.0,/games/boxart/full_6414423AmericaFrontccc.jpg
382,Left 4 Dead 2,left-4-dead-2,0.0,3.97,2.67,2.48,0.05,0.58,2009.0,/games/boxart/full_2455613AmericaFrontccc.jpg
383,Far Cry 5,far-cry-5,0.0,3.95,7.14,4.43,0.15,1.47,2018.0,/games/boxart/full_2414906AmericaFrontccc.jpg
384,Battlefield 4,battlefield-4,0.0,3.94,27.25,21.99,1.64,6.42,2013.0,/games/boxart/full_8649362AmericaFrontccc.jpg
385,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,0.0,3.94,25.79,20.46,0.48,6.17,2013.0,/games/boxart/full_270231AmericaFrontccc.jpg
386,EA Sports Active,ea-sports-active,0.0,3.93,2.11,1.35,0.06,0.4,2009.0,/games/boxart/full_8931938AmericaFrontccc.jpg
387,Half-Life 2: Episode One,half-life-2-episode-one,3.92,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/full_825609AmericaFrontccc.jpg
388,Donkey Kong Land,donkey-kong-land,3.91,,0.0,0.0,0.0,0.0,1995.0,/games/boxart/full_1159073AmericaFrontccc.jpg
389,English Training: Have Fun Improving Your Skills!,english-training-have-fun-improving-your-skills,3.91,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/full_4376602PALFrontccc.jpg
390,Dragon Quest III,dragon-quest-iii,3.9,,0.0,0.0,04.05,0.0,1992.0,/games/boxart/2360332ccc.jpg
391,Tony Hawk's Underground,tony-hawks-underground,0.0,3.9,11.39,4.52,0.01,0.82,2003.0,/games/boxart/1571136ccc.jpg
392,Just Dance 2014,just-dance-2014,0.0,3.89,10.81,06.06,0.0,02.08,2013.0,/games/boxart/full_9266644AmericaFrontccc.jpg
393,Professor Layton and the Diabolical Box,professor-layton-and-the-diabolical-box,3.88,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_7372513AmericaFrontccc.jpg
394,Sports Champions,sports-champions,0.0,3.88,2.15,1.13,0.1,0.5,2010.0,/games/boxart/full_sports-champions_6AmericaFront.png
395,MotorStorm,motorstorm,0.0,3.87,1.53,1.61,0.06,0.67,2007.0,/games/boxart/full_7343262AmericaFrontccc.jpg
396,World Soccer Winning Eleven 8 International,world-soccer-winning-eleven-8-international,0.0,3.85,0.51,1.99,1.12,0.68,2005.0,/games/boxart/3345744ccc.jpg
397,Namco Museum Vol.1,namco-museum-vol1,0.0,3.84,2.12,1.44,0.22,0.06,1996.0,/games/boxart/1479790ccc.jpg
398,The Legend of Zelda: Link's Awakening,the-legend-of-zelda-links-awakening,3.83,,0.0,0.0,0.0,0.0,1993.0,/games/boxart/full_8647453AmericaFrontccc.jpg
399,Resident Evil VII: Biohazard,resident-evil-vii-biohazard,12.38,,0.0,0.0,0.0,0.0,2017.0,/games/boxart/full_6517784AmericaFrontccc.png
400,Monster Hunter Freedom Unite,monster-hunter-freedom-unite,3.8,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_7807469AmericaFrontccc.jpg
401,Gran Turismo Sport,gran-turismo-sport,0.0,3.77,0.63,2.35,0.24,0.54,2017.0,/games/boxart/full_7498235AmericaFrontccc.jpg
402,LEGO Indiana Jones: The Original Adventures,lego-indiana-jones-the-original-adventures,0.0,3.76,24.25,11.86,0.0,8.66,2008.0,/games/boxart/full_9630014AmericaFrontccc.jpg
403,The Sims: Unleashed,the-sims-unleashed,0.0,3.76,02.03,1.56,0.0,0.17,2002.0,/games/boxart/6609872ccc.jpg
404,Tomodachi Collection,tomodachi-collection,3.76,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_1117156JapanFrontccc.jpg
405,Ratchet & Clank: Size Matters,ratchet-amp-clank-size-matters,0.0,3.75,02.05,1.9,0.25,01.01,2007.0,/games/boxart/full_9727386AmericaFrontccc.jpg
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,0.0,3.73,11.72,9.35,01.04,1.22,2001.0,/games/boxart/full_3182726AmericaFrontccc.jpg
407,Pokemon Trading Card Game,pokemon-trading-card-game,3.72,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/8358056ccc.jpg
409,Spyro: Year of the Dragon,spyro-year-of-the-dragon,0.0,3.71,1.93,1.58,0.0,0.19,2000.0,/games/boxart/7195655ccc.jpg
410,The Legend of Zelda: A Link Between Worlds,the-legend-of-zelda-a-link-between-worlds,3.71,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_6562868AmericaFrontccc.jpg
411,FIFA Soccer 2005,fifa-soccer-2005,0.0,3.7,03.08,5.73,0.04,0.79,2004.0,/games/boxart/3316569ccc.gif
412,Diablo III: Reaper of Souls,diablo-iii-reaper-of-souls,3.7,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_8195643AmericaFrontccc.jpg
413,The Legend of Zelda: Skyward Sword,the-legend-of-zelda-skyward-sword,3.67,,0.0,0.0,0.0,0.0,2011.0,/games/boxart/full_the-legend-of-zelda-skyward-sword_217AmericaFront.jpg
