name,first_release_date,single_player,multi_player,age_ratings,franchise,game_modes
Stagehand: A Reverse Platformer,null,null,null,null,null,null
Pump It Up Prime 2,null,null,null,null,null,null
Touchdown Hero: New Season,null,null,null,null,null,null
Chō Aniki - Kyūkyoku Muteki Ginga Saikyō Otoko,1,1,21/09/1995,null,null,null
2 Pak Special,null,null,null,null,null,null
Project A Part II,null,null,08/05/1987,null,null,null
Dungeon Builder S,1,0,30/06/2017,null,null,null
Final Fantasy XV: Pocket Edition,1,0,07/02/2018,ESRB-T,"{'id': 4, 'name': 'Final Fantasy'}",null
Dungeon Maker : Dark Lord,null,null,null,null,null,null
Veggie Samurai,null,null,null,null,null,null
Samurai Spirits: Oborozuki Densetsu,null,null,null,null,null,null
Pet Pals,null,null,null,null,null,null
Cirqus Voltaire,null,null,null,null,null,null
Pirate Adventures: hidden object game,null,null,null,null,null,null
UNIVERSE SIMULATOR,null,null,null,null,null,null
3DO Buffet,null,null,null,null,null,null
Breakout Money,null,null,null,null,null,null
单词训练营 | Word Training Camp,1,0,07/11/2019,null,null,null
Ostrich Among Us,null,null,null,null,null,null
Hyperkin RetroN 5,null,null,null,null,null,null
Togedemaru's Hop to the Top,null,null,null,null,null,null
The Zero Dome,1,0,30/12/2018,null,null,null
Galppo Club,null,null,null,null,null,null
Spy vs. Spy 2,null,null,29/01/1985,null,null,null
Asheron's Call: Dark Majesty Expansion Pack,null,null,null,null,null,null
Pimp My Ride,1,0,13/11/2006,ESRB-T,"{'id': 335, 'name': 'Pimp My Ride'}",null
Mega Rage,null,null,null,null,null,null
Word Search For Kids 2,null,null,null,null,null,null
Drakensang: Phileasson's Secret,1,0,19/08/2010,PEGI-16,null,null
Dark Gnome,1,0,null,null,null,null
Bomberman Selection,null,null,null,null,null,null
The Terminator 2029,1,0,30/12/1992,null,null,null
Shape Escapе,null,null,null,null,null,null
Cannon Strike,null,null,null,null,null,null
Fix und Foxi Adventskalender,null,null,null,null,null,null
Action Man: Destruction X,null,null,30/11/2000,PEGI-3,null,null
Forgotten Memories: Alternate Realities,null,null,22/04/2015,null,null,null
Fullmetal Alchemist 2: Curse of the Crimson Elixir,1,0,21/09/2004,ESRB-T,null,null
Gin Rummy Royale,null,null,null,null,null,null
Zombie Night Terror: Special Edition,null,null,null,null,null,null
Barbie Fashion Closet,null,null,null,null,null,null
Beat The Machine,1,0,14/07/2020,null,null,null
DJ Max Portable: Emotional Sense,null,null,null,null,null,null
LEGO Batman 3: Beyond Gotham - Premium Edition,null,null,null,null,null,null
Nintaii,null,null,null,null,null,null
Fluxly,null,null,null,null,null,null
Sakura Day Mahjong,null,null,null,null,null,null
Mini Golf 2016 Pro: Real golf simulation 3D by BULKY SPORTS,null,null,null,null,null,null
Wheels on the Bus!,null,null,null,null,null,null
Jumping Jack Pinball,null,null,null,null,null,null
Snake It,null,null,null,null,null,null
Tokimeki no Houkago,null,null,null,null,null,null
JoJo no Kimyou na Bouken: Eyes of Heaven,null,null,16/01/2016,null,null,null
Allumette,1,0,12/10/2016,null,null,null
The Legend of Dark Witch Episode 2 -The Price of Desire-,1,0,16/12/2015,null,null,null
Justin Time GO PLAY!,null,null,null,null,null,null
Pinball FX2 - Venom,null,null,null,null,null,null
Bruiser and Scratch,null,null,07/12/2008,null,null,null
NCAA Gamebreaker 98,null,null,31/08/1997,null,null,null
Layer - Simple is Hard,null,null,30/12/2015,null,null,null
Deeper,null,null,null,null,null,null
Wall Force,1,1,null,null,null,null
Ultimate Board Game Collection,null,null,null,null,null,null
Where's Wally? Fantastic Journey 3,null,null,05/05/2011,null,null,null
Power Pinball,null,null,null,null,null,null
BeGone,null,null,null,null,null,null
Road Racers,null,null,null,null,null,null
NewPark Simon XL,null,null,null,null,null,null
MiniDOOM2,1,0,08/03/2018,null,null,null
Cube Battler: Anna Miraiden,null,null,null,null,null,null
Immoral Ward,1,0,31/10/2013,null,null,null
Train Simulator Plus: Kyoto City Subway Karasuma Line and Kintetsu Kyoto Line,null,null,null,null,null,null
Hollow Knight: Voidheart Edition,1,0,24/09/2018,ESRB-E10,null,null
Color Computer Games #1,null,null,null,null,null,null
Mystery Tales: Eye of the Fire,null,null,null,null,null,null
Below the Stone,1,0,null,null,null,null
Gungrave,1,0,17/07/2002,ESRB-M,null,null
Winterfall,1,1,null,null,null,null
Black Fire,null,null,21/01/1996,null,null,null
Spiker! Super Pro Volleyball,null,null,31/01/1989,ESRB-E,null,null
Roogoo Twisted Towers!,null,null,15/06/2009,ESRB-E,null,null
Fara,null,null,null,null,null,null
Tales of Nebezem: Mind Trial,null,null,null,null,null,null
Spelling Blizzard,null,null,null,null,null,null
Thing on a Spring,1,0,30/12/1985,null,null,null
Onnna Yusha no Yado,null,null,null,null,null,null
Monospaced Lovers,1,0,30/12/2021,null,null,null
Nikoli no Puzzle V: Nurikabe,null,null,null,null,null,null
Duke Nukem: Manhattan Project,1,0,13/05/2002,ESRB-M,null,null
Cinderella,null,null,null,null,null,null
Ricochet Theory,null,null,null,null,null,null
Stickman PvP Wars Online,null,null,null,null,null,null
Avatar Rockets,null,null,null,null,null,null
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,null,null,null,null,null,null
Microbes,null,null,null,null,null,null
Moto Rider GO: Highway Traffic,null,null,null,null,null,null
samurai_jazz,1,0,26/01/2015,null,null,null
Civil War: 1864 Gold,null,null,null,null,null,null
Noah's Adventures,null,null,null,null,null,null
Astro Golf,1,0,21/09/2019,null,null,null
Garaku Tale,null,null,null,null,null,null
Racing 2020,1,0,30/03/2020,null,null,null
Dark Tales: Edgar Allan Poe's The Mystery of Marie Roget,null,null,null,null,null,null
Club Caribe,null,null,null,null,null,null
Wizard's Words,null,null,null,null,null,null
Rapid Angel,null,null,null,PEGI-7,null,null
Eburnean,null,null,null,null,null,null
VOLTED,1,1,null,null,null,null
Bounty Sword First,null,null,null,null,null,null
StarDroneVR,1,0,null,null,null,null
Pinball Arcade Plus,null,null,null,null,null,null
RobotRiot: Hyper Edition,null,null,null,null,null,null
Tetris Zone,null,null,null,null,null,null
Christmas Tina --泡沫冬景--,1,0,null,null,null,null
Lethal Enforcers II: Gun Fighters,1,1,28/02/1994,ESRB-RP,null,null
Flick Champions XS,null,null,null,null,null,null
Nadia Training Plan,null,null,null,null,null,null
Mortal Glory,1,0,28/01/2020,null,null,null
Car Mechanic Simulator 2015 - Mercedes-Benz,null,null,null,null,null,null
Voidrunner + Hellgate,null,null,null,null,null,null
Mahjong★,null,null,null,null,null,null
Snail Bob 2 Deluxe,null,null,null,null,null,null
Bubble Town,null,null,null,null,null,null
Robot,null,null,null,null,null,null
Upgrade the game 2,1,0,18/09/2015,PEGI-3,null,null
GP Fight,null,null,null,null,null,null
The Elder Scrolls IV: Oblivion - The Vile Lair,null,null,12/07/2006,null,null,null
Hero's Realm,null,null,null,null,null,null
Deadly Stigma,1,0,null,null,null,null
Bricks of Egypt 2: Tears of the Pharaohs,null,null,null,null,null,null
Chef,null,null,08/10/2014,null,null,null
"B.B. Oh, yes! Jonny!",null,null,null,null,null,null
HyperShip Out of Control 2,1,0,null,null,null,null
Subete wa Oshi no Tame ni!! Josou Shitara Chouzetsu Oshi ni Niteta Ken,null,null,null,null,null,null
Harvest Moon: The Lost Valley,1,0,03/11/2014,ESRB-E,null,null
Xenus 2: White gold,1,0,29/11/2016,null,null,null
Vibrant Venture,1,0,23/07/2020,ESRB-RP,null,null
MisBits,1,1,04/03/2020,null,null,null
Super Shadow of the Beast,null,null,31/01/1992,null,null,null
Bassfishing,null,null,null,null,null,null
Private Eye,1,0,30/12/1996,null,null,null
Battle for Mars,null,null,null,null,null,null
Gabrielle's Ghostly Groove 3D,null,null,20/07/2011,null,null,null
Cycling Manager 3,null,null,null,null,null,null
Modern Campaigns - Fulda Gap '85,null,null,null,null,null,null
Cold Cuts,1,0,null,null,null,null
Solitaire Match 2 Cards,null,null,null,null,null,null
The Berenstain Bears and the Spooky Old Tree,null,null,19/10/2005,ESRB-E,null,null
Total Recall Mobile,null,null,null,null,null,null
Argentum Age,null,null,null,null,null,null
ArkX,null,null,null,null,null,null
Fly Destroyer,1,0,26/10/2017,null,null,null
Serpent of Isis: Your Journey Continues,null,null,null,null,null,null
Beyond Pearl Harbor: Pacific Warriors,1,0,30/09/2000,ESRB-E,null,null
Bad Run: Turbo Edition,null,null,null,null,null,null
Recovery Search and Rescue Simulation,1,0,08/01/2014,null,null,null
Legend - The Four Crystals of Trazere,null,null,31/12/1992,null,null,null
Zombapocalypse,1,0,28/02/2016,ESRB-T,null,null
CSI: 3 Dimensions of Murder,1,0,13/03/2006,null,null,null
Dreamland Solitaire: Dragon's Fury,1,0,null,null,null,null
Baldr Sky Dive1 “Lost Memory”,null,null,null,null,null,null
Critter Cove,null,null,null,null,null,null
Jissen Pachi-Slot Hisshouhou! Sammy's Collection,null,null,null,null,null,null
Clean Asia!,null,null,null,null,null,null
Bandage on my right cheek,1,0,null,null,null,null
Car Crash Online,1,1,null,null,null,null
République: Episode 2 - Metamorphosis,1,0,25/02/2015,null,null,null
Thirty One,null,null,null,null,null,null
World of Cinema - Movie Tycoon,1,1,01/04/2015,null,null,null
Billy 2,null,null,null,null,null,null
Supremacy 1914,0,1,null,null,null,null
Tap a Jam,null,null,null,null,null,null
Shape Puzzle HD - Word Learning Game for Kids,null,null,null,null,null,null
Wheel of Fortune Cookie,null,null,null,ESRB-E,null,null
SHAPES7,1,0,24/09/2017,null,null,null
Sum Blocks,null,null,06/06/2018,null,null,null
Micro Machines 64 Turbo,1,1,23/03/1999,ESRB-E,null,null
Daiichi Dash,null,null,null,null,null,null
CART Fury,null,null,24/06/2001,null,null,null
Nocturnous,1,0,null,null,null,null
Parachute Frog,null,null,null,null,null,null
Deadness,1,0,30/12/2020,null,null,null
"Ni Hao, Kai-lan: Beach Day",null,null,null,null,null,null
Last Knight,1,0,null,null,null,null
F-16 Aggressor,null,null,null,null,null,null
Jurassic Life: Tyrannosaurus Rex Dinosaur Simulator,null,null,null,null,null,null
The Town of Prison,null,null,null,null,null,null
Maximum Rescue,null,null,null,null,null,null
No Limits,null,null,null,null,null,null
Stellaris: Galaxy Edition,null,null,null,null,null,null
Pokémon Blazed Glazed,1,0,21/10/2015,null,null,null
SCP: Ascension,0,1,null,null,null,null
MindLess,1,0,12/02/2020,null,null,null
Arch Virtual HQ,null,null,null,null,null,null
Lucid Dream,1,0,null,null,null,null
Hunter x Hunter: World Hunt,null,null,null,null,null,null
Fire Suplex,null,null,22/01/1993,null,null,null
Bloons,null,null,null,null,null,null
SOUTHBOUND,1,0,null,null,null,null
The Great One Hand Challenge,null,null,null,null,null,null
Kurenkisho Quolta Amadeus EG,null,null,10/04/2020,null,null,null
Starters Orders Classic Horse Racing,1,0,06/03/2020,null,null,null
The Heart Pumps Clay,null,null,null,null,null,null
Deemo: The Last Recital,1,0,23/06/2015,ESRB-E,null,null
disc party,0,1,12/04/2020,null,null,null
Godless Tactics,null,null,null,null,null,null
Cookie's Bustle,null,null,null,null,null,null
RoboFight.io,null,null,null,null,null,null
Schach Attacke,null,null,null,null,null,null
BeHero: Be Your Legend,null,null,null,null,null,null
Soul of Eden,0,1,24/08/2020,ESRB-E10,null,null
Overboard,1,0,null,null,null,null
Way of Boy: Another Way,null,null,null,null,null,null
ReCore,1,0,12/09/2016,ESRB-T,null,null
KóterGame,1,0,null,null,null,null
Steel Storm A.M.M.O.,0,1,02/08/2013,null,null,null
Bitvest.io,null,null,null,null,null,null
Axiel,1,0,null,null,null,null
Ultimate Spinner Simulator - Unstress Yourself,1,0,26/10/2017,null,null,null
Pinball FX3 - Zen Originals Season 2 Bundle,null,null,18/12/2017,ESRB-E10,null,null
Miasma: Citizens of Free Thought,null,null,null,null,null,null
Builder Ben,null,null,null,null,null,null
Andro Milk,null,null,null,null,null,null
Slashy Knight,null,null,null,null,null,null
The Dope Game: Android Edition,null,null,null,null,null,null
Once upon a Dungeon,1,0,16/01/2018,null,null,null
Climby,null,null,null,null,null,null
Roller Skating Girls,null,null,null,null,null,null
Bigwig Flint,null,null,null,null,null,null
Asakura! P,null,null,null,null,null,null
Diaspora,0,1,31/05/2000,null,null,null
Domain Defense,1,1,13/07/2016,null,null,null
Space of One Drama,1,0,null,null,null,null
Zombie Sniper HD,null,null,null,null,null,null
Playing for a Better World,null,null,null,null,null,null
Catburglar,1,0,null,null,null,null
Virtual Villagers: Erschaffe dein Paradies!,null,null,20/08/2009,null,null,null
Digby's Donuts,null,null,null,null,null,null
Brawlderdash,0,1,13/09/2016,null,null,null
Little Strategy,null,null,null,null,null,null
Sovereign,0,1,null,null,null,null
Lands of Havoc,null,null,30/12/1985,null,null,null
It's Hard Being a Meatball,1,0,30/12/2015,null,null,null
Snake and Block: Free Game,null,null,null,null,null,null
Curling World Cup,1,0,null,null,null,null
Phantom: Covert Ops,1,0,24/06/2020,null,null,null
Beyond Enemy Lines: Covert Operations,null,null,null,null,null,null
Halloween Dentist,null,null,null,null,null,null
Spider,null,null,null,null,null,null
Deco Online,null,null,31/10/2005,null,null,null
Luminescence,1,0,null,null,null,null
Riverboat Gambler,null,null,null,null,null,null
Sarawak,1,0,30/03/2021,null,null,null
FIA European Truck Racing Championship,1,1,17/07/2019,PEGI-3,null,null
Powder & Iron: Napoleonic Wars,null,null,null,null,null,null
Mega Man Battle Network 4 Red Sun,1,1,11/12/2003,ESRB-E,"{'id': 38, 'name': 'Mega Man'}",null
House Flip with Chip and Jo,null,null,12/12/2017,null,null,null
SOUND VOLTEX,null,null,17/01/2012,null,null,null
Genesis Online,0,1,09/11/2015,null,null,null
Saints Row: The Third - The Trouble with Clones,null,null,19/03/2012,null,null,null
Buckle up!,null,null,null,null,null,null
Sea of Lies: Burning Coast HD,null,null,null,null,null,null
Hello Bendy Machine 5 Nights,null,null,null,null,null,null
Protection Civile Simulator 2013,null,null,18/11/2012,null,null,null
Lock 'n' Roll,null,null,22/01/2009,null,null,null
Greyhound Racing Tournament 2,null,null,null,null,null,null
The Pack,1,0,null,null,null,null
Patchmania KIDS - A Puzzle About Bunny Revenge!,null,null,null,null,null,null
Quarter Dollar,null,null,null,null,null,null
Quest for the Shaven Yak Starring Ren Hoëk and Stimpy,1,0,30/12/1994,null,null,null
Riddle Diario,null,null,null,null,null,null
Digfender,null,null,null,null,null,null
Leyendas de Lhodrye: La Luz del Druida,null,null,null,null,null,null
Three Kingdoms: Fate of the Dragon,1,0,26/03/2001,null,"{'id': 126, 'name': 'Romance Of The Three Kingdoms'}",null
Dark Worlds - Age of Wars,null,null,null,null,null,null
Sol Divide,1,0,30/12/1997,null,null,null
Air/Sea Attack,1,1,30/12/1979,null,null,null
STARDROP,1,0,13/02/2019,null,null,null
Ropeway Simulator 2014,1,0,08/12/2014,null,null,null
Baldi's Basics Plus,1,0,10/06/2020,null,null,null
S.T.A.L.K.E.R. Shadow Of Chernobyl OGSR Mod,1,0,19/08/2020,null,null,null
Stargazer program,1,1,23/05/2018,null,null,null
1001 MiniGolf Challenge,null,null,null,null,null,null
GraalOnline Classic+,null,null,null,null,null,null
OverSoul,null,null,null,null,null,null
The Dead Town: Walking Zombies,null,null,null,null,null,null
Derby Stallion P,null,null,null,null,null,null
Chibi Maruko-Chan: Uki Uki Shopping,null,null,03/11/1991,null,null,null
Desktop Dungeons,1,0,06/11/2013,null,null,null
Super Mustache,1,0,26/01/2016,null,null,null
Ritual: Crown of Horns,1,0,06/11/2019,null,null,null
Truth & Trolls [Episode 1: Broken Promises],null,null,null,null,null,null
Ka-50 Hokum,null,null,null,null,null,null
Escape from the escape-game,null,null,null,null,null,null
First Customer,1,0,null,null,null,null
Left to Survive,null,null,null,null,null,null
Ground Runner: Trials,1,0,null,null,null,null
"Apocalypse, Wow!",null,null,null,null,null,null
You are next,null,null,null,null,null,null
Faraway,null,null,null,null,null,null
Mahjong Taikai III,null,null,03/03/2000,null,null,null
Apocalypse Age : DESTRUCTION,null,null,null,null,null,null
Swamp Castle,null,null,null,null,null,null
Checker King,null,null,null,null,null,null
Majik,null,null,null,null,null,null
Findola,null,null,null,null,null,null
Garlic,null,null,null,null,null,null
PitRush,0,1,null,null,null,null
Operation7 Revolution,0,1,22/01/2017,null,null,null
The Outpost Nine: Episode 1,null,null,null,null,null,null
Di Gi Charat Fantasy,null,null,null,null,null,null
Dead by zero,null,null,null,null,null,null
Out of the Park Baseball 12,null,null,null,null,null,null
Super Crystal Hunter,1,0,16/02/2020,null,null,null
Jaguar Drift Simulator,null,null,null,null,null,null
Runestone Keeper,1,0,01/03/2015,null,null,null
Army and Strategy,1,0,null,null,null,null
Gouketsuji Gaiden - Saikyou Densetsu,null,null,31/12/1995,null,null,null
Laser Heck,null,null,null,null,null,null
Cube Man,1,0,null,null,null,null
Zaharia,null,null,null,null,null,null
InfiniteCorp,null,null,null,null,null,null
Golf My Way,null,null,31/01/1994,null,null,null
Wrassling,null,null,null,null,null,null
FILL IN – Connect the Blocks With One Line,null,null,null,null,null,null
RAGE 2: TerrorMania,1,0,13/11/2019,null,null,null
beatmania,1,1,30/09/1998,null,null,null
Unlit - Side Scrolling Arcade,1,0,25/07/2019,ESRB-E,null,null
Super Nitrous Zoomer,1,0,null,null,null,null
How Can You Even Tell If I’m Just Fucking With You At This Point,null,null,28/04/2013,null,null,null
MilkSnake,null,null,null,null,null,null
Antique Road Trip USA,null,null,null,null,null,null
Trick or Treat,null,null,null,null,null,null
Kamiori,null,null,null,null,null,null
